tv_budget_k,digital_budget_k,discount_rate,inventory_index,store_tier,weekly_sales
151.44479679775188,144.4424245189694,0.22409708260840275,908.3584682205329,standard,107150.4964008345
269.5810229442047,211.7365737099107,0.20379571550344375,944.786430633431,premium,121608.21347879077
290.2817846738948,226.5195669705022,,738.9120797254035,flagship,133426.09926587637
236.64445920910464,187.5932766774801,0.12733421639852124,798.0412277808873,flagship,134079.12805706816
208.94872860443365,170.18326869187518,,921.6236768931177,standard,110560.15191432506
156.7662315788387,152.82713917138017,0.13863022196110503,923.6177982581665,flagship,112895.0785422589
214.80699697370778,171.95565187931885,0.21517062893389244,952.5641785973419,premium,119399.57400274395
164.50577478137723,150.58009612495889,0.2415823023485311,695.8005719026182,standard,87872.57022061021
179.2422223573538,141.30669260999923,0.25555883670669943,646.217984552422,premium,98427.24749998696
169.83483879135912,145.16156197168524,0.2781678118877009,622.3994064683621,standard,78798.31079460146
189.93404847718608,163.92172289860216,0.1083099493930442,739.6045480802791,standard,103769.16104552159
225.0827200405187,190.96326091191006,0.23951250228077997,,premium,127232.96608355881
160.55455797467272,140.66729619511315,0.2796255053661748,631.5840132681959,premium,90313.20978434887
145.5108658229399,111.05043671727309,0.09990297984456531,782.9507593079031,standard,99292.07101463234
144.8965206887683,136.28891539652037,0.031265182590395846,905.2427457268911,standard,98596.36178616426
146.11029354737423,131.58234886307028,0.0656204071662004,958.8609706553659,standard,99359.51859461515
129.91139556712756,98.10480016319748,0.22442058720168537,722.4299374445452,standard,83601.07671680997
148.047307377124,127.46794993484525,0.23096834659532828,895.6898511968939,premium,92424.2656022037
225.26429657800597,171.83879383509313,0.09493794785142809,619.0566649940869,standard,102847.9230650089
159.23408111163505,131.71075058800386,0.265053971519338,711.4892371792628,premium,80906.62962565261
188.99876802602333,140.92595309327092,0.08911509589467922,826.4721340652972,flagship,118453.0475584335
137.40871118688102,121.2955418640812,0.21214012188346618,713.635494348866,flagship,105586.38016243522
185.93777029651554,188.041423523279,0.076121755944377,693.6794982952456,standard,114790.1120596102
119.0726493014657,115.28965258905006,0.2193100844239468,850.7114070273686,standard,71779.08700446568
155.54354358821115,136.31505880444706,,661.7868232947707,standard,100138.56134534559
258.9088624494891,201.47080903921952,0.17754157764956544,827.0622150026501,standard,119601.53504468671
159.59606081581242,135.4318660191895,0.11724297178660295,794.3416139303911,standard,83389.94169694273
219.19917348869828,193.95799540301493,0.1947753462635001,886.6715828880328,premium,117140.86902273067
195.9268943792421,159.59945700408977,0.25169834241215383,923.5475514925928,premium,100982.98830657288
174.64549779713417,144.76065085159442,0.11053214252476048,830.2898177030189,standard,100636.4681344755
157.17626125432676,108.55242207241905,0.2677675450639143,735.7274729550657,standard,70364.38711034428
225.04182894447072,174.26925391216196,0.14296755886463808,961.3779290507204,,117573.36013856244
173.7915789208992,120.32886277393726,0.12997237863659392,839.6777201925591,premium,100600.12496620532
233.45985673951117,214.410711799848,0.08113149194442115,678.1054839805824,standard,116389.1657889239
154.83223395019704,132.63401739008702,0.04391268442379104,835.9579573389872,standard,117149.8347582532
182.00686455869214,157.941920660992,0.045271561327560716,718.1826375058387,,113300.51565051825
196.2924694376662,158.52744123440132,0.2425362552949466,431.28842651807236,standard,77780.88306597163
193.06060605598643,140.78171366630002,0.03182752940816869,666.1867725581037,premium,125688.8530645682
136.81694708528977,114.30154661586357,0.1920751082642126,753.1755451288146,standard,92690.41337149621
156.75780436449577,120.90353331365397,0.1824079079729931,741.3146069915234,premium,86635.62825592428
173.14069253218517,130.3374518615823,0.1768088187251307,579.2635082072891,standard,85530.79634616376
150.12052417365146,123.76376107553473,0.144967705958961,757.5296670783723,standard,88467.09580896421
203.70637881080143,168.3570504053225,0.04598330895784333,873.9896869336516,premium,121275.05049540124
200.58067134755794,162.3102389240651,0.07810509823464812,638.9878592785868,standard,97794.9022332592
111.50204410376094,82.14045078574773,0.20364521866557128,848.4551169814348,premium,71886.00821904292
116.8161075054332,83.95879414438961,0.2527470598392808,505.95584965411393,flagship,93542.78762448626
135.14528531130713,110.89498093087457,0.15055021543707112,885.7066665871403,standard,82294.64171766482
184.10408355512408,165.6351722524975,0.12760286614958982,724.9591082117504,premium,106032.69475067586
251.1610385513582,186.700330165155,0.23835439247407506,608.8872840650695,premium,119286.3743940639
166.61752423362296,128.740185950392,0.04004449128195367,976.0916405927369,standard,103399.59274147832
188.7727692459041,152.84537134301357,0.17964395864679958,879.4914539505334,premium,102003.34367474397
142.79109032781324,115.18383819048164,0.27280752709886424,952.066756660337,standard,70814.48586971516
143.3607324426713,110.44263951205704,0.13750984227848473,856.1314228468781,standard,93289.11266849561
111.4970264858702,114.56964030304208,0.10546275812551698,861.6167366685197,standard,88453.48632148917
179.0079513296505,151.58410953066073,0.12310751926337846,,premium,116875.15801667582
213.15258389879324,162.96051711330855,,872.7812616718409,premium,110239.50464823325
167.51499878498075,114.77672827484957,0.25043786190785083,796.9143666669935,premium,100104.37394989847
228.8758580326185,185.61240509850964,0.21231316342457465,713.708221894436,flagship,120411.19747898956
186.924919847075,171.03205935457464,0.11561610566792788,781.0926167611418,flagship,115396.01183035709
178.72556293528734,148.8681668277656,0.12564761065209842,618.391898967779,standard,101432.2539854273
198.10388624427327,134.65329498517562,0.188756821833385,805.417739392417,premium,106931.38431326943
197.0582149423788,145.06441568465976,0.18701520896676102,875.0976511863975,standard,101855.54681480344
220.17322296917385,182.0170463365733,0.05847229155682121,827.855433859315,standard,114247.3558655796
151.93160074459752,137.39523574866428,0.17422731085580173,894.0926932555132,flagship,104220.28532249306
99.91827944070533,83.62588274366708,0.21675351883685626,762.7436394038914,premium,74049.79046177595
184.01613445386107,152.68474997871942,0.061802673613025993,814.1046874635094,standard,114495.54872696951
158.59136956372723,142.92087917973097,0.22396910919154123,813.3944836584991,standard,97801.12900418184
179.04879774220626,161.89505404287618,0.06714517689598501,1097.3501166052602,premium,127453.08361913086
238.25050077136797,187.24704432726853,0.05161927479365663,614.8553129303061,flagship,140041.22136716967
141.40053682176722,121.20498954592352,0.16930196367038736,1110.5896156547824,premium,107763.8257756222
206.76790678291675,158.06108498079965,0.22524645218404374,700.4438768030179,,113492.53596930977
213.10536405429815,161.82756095624498,0.18409348787564225,759.1657313728372,standard,100191.145029089
196.12576836190416,167.88321779723395,0.18168082163721036,850.7343036258418,standard,93714.2954538159
219.14778557098424,162.6198937646551,0.053070414653189624,895.774661855931,premium,127422.69803676181
163.95732025028067,136.48336901288698,0.17476571529005563,805.3499476664523,premium,111254.97408704748
156.14716033421044,131.8110598415857,0.1587205683670477,842.5115296162644,standard,82550.84576968767
216.36439794964036,187.75425763331015,0.033576677526544196,1016.9736326686377,standard,118486.3177668254
205.21050076502485,154.46746036832863,0.22148842598112145,1196.8586090194108,flagship,118868.31379808909
228.6632349753408,192.07364709616473,0.08490685309837304,870.7677019694328,standard,117169.0256481901
187.43013522340243,152.18757264739628,0.14589175417679517,913.5116919926566,premium,118385.26596208152
236.82470918497228,212.02898442566658,0.14425449432211732,795.1231738885106,standard,119589.96157664031
170.12719089004142,130.59126970005062,0.20007235025274056,1056.8931944694184,flagship,114583.35599633445
142.88847953420157,103.84830563348933,0.24553473027482783,793.12153505747,standard,79441.06966037558
108.70187808692526,95.13819367178498,0.2250062736405082,885.7120189396546,premium,83485.78692232231
141.45095484705553,105.72003657832315,0.08301966196995245,654.7417134933647,flagship,93582.33557979371
208.64762271306134,155.55947834645008,0.08718806222357003,414.73522498746325,premium,106435.66009326321
128.72749591888433,116.47740773363586,0.13712651642304488,1147.5883231215378,standard,77294.29475891315
164.16725117319524,139.7817824456591,0.12135438099126883,968.9105371198025,flagship,107860.36738051393
253.73043852446222,170.7218898792131,0.2097113416137977,946.6225809903414,flagship,121969.91595429787
209.63785798687286,160.85122492068464,0.16695837298775418,672.0657501598171,premium,112367.88868579068
242.68445950018744,185.7048129493653,0.14260798721891815,568.3864422389679,standard,103486.06647431382
145.295323438802,126.8743331753339,0.18110090539708057,775.2251349510806,premium,107448.16385407034
93.90087598992848,94.66947352077105,0.12524438687688835,828.0316186407808,flagship,101182.19251442241
233.07333279855433,215.81751641209797,0.24452827044104328,917.7378444488124,premium,111084.67813960726
130.4070111895938,115.40726168248946,0.21690233124018804,812.3165375624449,standard,65069.99367984949
183.18232387488376,137.05736436688287,0.22900349249241483,1000.8129493664051,flagship,95200.5042174869
187.59826310785408,140.2553085848242,0.2778385650779104,862.2600096028486,standard,91168.71881566232
146.7886255672491,108.93384473406002,0.2017769467857558,856.6996998673987,standard,74090.3156215227
234.34215728381332,198.03344024149268,0.19301633110946087,983.3169368590935,flagship,126425.51381357132
234.22681352456166,207.25104136312237,0.22156553529320933,711.6822648077302,premium,120830.69061984462
199.30054609770605,140.41337530469366,0.18818135079808965,867.9477477239024,standard,102368.17486798408
178.9678269057707,154.06455700173154,0.2687611973442431,728.4353404535028,premium,100477.03677090217
186.70028915273878,164.22850862719585,0.1316544231674173,,flagship,105850.5860806278
141.64321957745207,119.93907374572792,0.12231909600348817,1035.3260503346878,flagship,113202.02517543157
171.63276848179797,179.5736587637681,0.05143511420863223,973.0754509810475,standard,119557.32561315331
176.3273398710877,151.01140493490118,0.2657184296761012,890.4990183150746,standard,97246.02610564373
150.17185021121546,123.53081917155583,0.05047764360984064,1005.2632044721252,,109470.31040861069
209.72252037077791,179.29872522129125,0.25754903249873173,866.8193196019403,standard,90373.83604205029
130.073151188313,100.12986286456508,0.11865350855903203,1011.9452597952837,standard,70850.82228861304
164.130335829394,121.3956959378914,0.27784693432439067,685.7343546435609,standard,81506.61416667799
101.14927649048178,88.00857079361035,0.062837939065547,789.6847166824394,premium,103639.06411080975
197.38864764881055,175.70220041835913,0.09046244983279497,868.2774053317157,premium,114133.26730521292
205.99119159511395,166.09352830499577,0.22763825074977678,662.2254880478891,standard,90767.18436241533
201.74523271157778,176.53973007973266,0.1272926631551142,711.9562418214922,flagship,122227.9526685109
282.1330312713735,226.83980117502108,0.14023911400760317,1066.9799154792606,standard,135316.06042778713
212.89268688165512,194.14869714616816,0.0802499507626902,912.259545419121,standard,125863.56578549385
147.03032588709337,123.14234284702343,0.06907156239502343,743.1485867150043,premium,93979.59176366203
273.22390724479703,230.45537031565763,0.24466396977692956,851.8376658690252,standard,116786.63988544658
147.78887093195246,130.38086165790259,0.177949094332877,889.6837959491884,standard,85390.18568222989
207.60584991671922,154.01186023673324,0.22655475548289825,788.6267752971831,premium,109544.33534055867
206.00946686735315,166.74223367145115,0.12164580225950952,815.4981769469471,standard,115388.18552325787
149.20969434323254,144.4382782676174,0.15167197353759998,832.4659925501336,premium,93733.99989587763
228.83720201446033,188.08441649353267,0.25895462417847454,875.1417181562424,standard,98841.80529154748
192.4107801561393,174.60812075995412,0.2563109101312059,1010.9449614944403,flagship,114668.86375827434
199.9834106728506,174.59548682692184,0.17889436803363892,649.4640584878015,standard,99542.31757078222
156.3493451308921,106.27371459094056,0.20035353597799285,825.5190879103685,flagship,92003.63659303244
225.5921680344918,193.47402584119965,0.04870487835543258,634.7409454114254,premium,124017.49314773199
149.86717130615375,109.8316239132175,0.11601043214149889,1026.5526803391492,flagship,113390.49115762922
117.72942331938307,99.67289865449868,0.17182794850374272,541.4176173174565,standard,71506.28495681922
229.87944429377492,183.51392812218614,0.14049125349970537,836.8808531779407,standard,114001.39333447361
165.0644924571133,135.6140247713926,0.10686166126720426,750.6160732016834,standard,91746.67182688661
181.51795304797727,147.99418319527223,,727.2678988978538,flagship,110892.70147990577
247.29649337819552,205.69514083325117,0.08891937804951322,917.7949342375127,standard,123433.48267889091
219.77719718630215,174.83754253561384,0.2575247236098214,890.7072378891011,standard,104120.91034041437
202.1448190575881,149.54706401786038,0.08177212852296986,670.6805610981717,premium,116002.06873866805
217.44698401203541,166.18707344202923,0.20947662182386703,880.5778109233522,flagship,114837.6903395849
154.5371958329935,137.71537967614657,0.15358199319540494,854.6021826969596,premium,94405.32966706809
206.35810062344058,189.907567304696,0.21325192470786342,701.8308127288617,standard,101772.73962171152
218.84779901473973,182.2460563916667,0.13139094744586127,596.5465821407197,standard,106852.51965179568
206.43977894875295,179.38818725334454,0.11843359890525601,928.8935014137217,premium,128831.8418847388
172.85528798902735,153.46358236696207,0.19109402571856152,914.6218016839006,premium,97537.14378916752
48.84051496541872,23.65933809046244,0.2707993691315881,888.3422755283018,standard,53939.52186612952
199.5055878930279,141.12276614362338,0.20212785444713338,733.7805843412035,standard,105313.40146830279
184.02067555088982,150.2818771022404,0.03402597665064597,990.6600810954066,standard,119540.82052575704
167.06562361038388,114.28607378438349,0.03772845174562778,1320.0291216741866,standard,117637.5250244777
207.2334518971722,166.66160643388125,0.0833268688017118,835.0155525909017,premium,118917.83712008032
189.29960429808213,137.4869906122863,0.1183145145535554,1512.362457579828,flagship,120796.9004230125
187.13845095241064,145.96509024179474,0.06986852015120965,690.1708326913626,standard,109326.29798474973
128.0743158765518,96.00669661494442,0.2683739582145167,691.4439068118174,premium,64252.998510439094
128.92371061653967,111.95741211468618,0.096444717836251,1070.5333983038784,standard,92126.25910344179
192.96876095594172,150.46746196755888,0.144663622697171,1146.8426167878354,standard,99431.56290153162
182.6619989468596,136.00980033652013,0.06517265580378387,773.657946280263,premium,98207.45562881202
184.85593124398156,152.16752420072007,0.10627258304088266,713.0030565185144,standard,103170.0347610277
185.8192024485493,187.97795365856047,0.16645332350879066,673.3902110129723,standard,105721.65841966604
194.40097460862685,165.32210085649405,0.13463955920940626,719.3202810130217,flagship,112500.77057989797
181.26229823121474,125.29596967118661,0.0522159037866132,817.3977776084548,standard,109844.95321141098
185.52198008805328,153.22379086694409,0.21695637680631916,624.3521400807135,flagship,109544.05403713434
188.96400242014082,185.8036490447975,0.2723982049093494,703.9132584951333,standard,94186.74576198142
212.52933403502044,176.30375545648593,0.08888496728835868,949.4551758808559,,113925.34764012358
161.9858914559686,148.1964217656774,0.08539413735815579,783.7499339992912,premium,114298.86980649036
207.5238677322163,183.49094272881703,0.21880399858485255,692.2398221411383,flagship,128261.77383533218
202.27341774090561,180.12470005131564,0.14355126386753186,633.6183244864407,,96966.62381758595
183.68907022125853,163.23457455682768,0.040092676786020215,966.9077301065423,standard,121160.66989388435
163.3710877020074,137.35608753124174,0.042034957807001394,651.932915292208,standard,93242.61006272094
192.91989743899563,155.9825191098878,0.2753443119672175,786.3273746281593,standard,97886.49703200799
210.23905555855313,169.05343528703864,0.2108360643565139,956.3303490367642,standard,113082.76694069404
256.2764142538661,118.19140098010013,0.1588287355436572,887.699959969659,standard,86054.38274012155
182.17509706666223,154.50798899213592,0.06954144371788076,850.7679511569925,standard,105849.01570908402
182.266043321357,134.15008558570537,0.257585824480259,852.2003082119264,premium,96172.52749514522
156.8579421058458,125.2580179866458,0.12379275366526082,666.3020790132384,standard,93082.2667163489
158.32492511817884,129.33969510710946,0.11203261509646723,700.1735671554953,flagship,106310.24726533076
125.70985381225209,104.37638998209461,0.22751465877203583,738.2294226634845,premium,91303.07780999862
141.39054012211398,112.22401232198682,0.23454285846412637,379.8101557783042,standard,59891.691866894886
126.18831935837567,113.15125056181533,0.03481396695293759,745.4484514196092,premium,97677.7314414052
158.41997336915628,128.65649311216822,0.16755140728270473,792.61759987403,standard,96246.73782030019
160.40047932236087,127.02312503487585,0.11775645533035223,795.1118101631242,standard,93692.21224095851
161.05501690286988,117.22278258423914,0.2725704804239668,789.1453113595345,standard,78394.33925251533
193.0145059694123,148.94310515607643,0.10863695609512636,837.9566218823271,standard,104292.16896102886
173.4351667390334,144.97218572392285,0.10516508066221184,847.7839761396257,flagship,123586.20534900678
154.48805422532297,128.11031309744354,0.19459662933731145,1051.2673438238999,standard,97950.26733299454
154.73409317649626,102.4174835953722,0.2559350698867806,830.8860952398429,premium,76230.8281734683
140.39714154729364,126.21729724155783,0.19051212937398004,935.1161176931549,standard,79070.54963565704
173.13411656792223,133.53867318208518,0.1699561485138208,719.4062843535992,premium,97002.7733759056
172.50808627604758,130.63354331267317,0.06019633719603523,856.841760237103,flagship,117210.72287155042
236.80353447143116,207.55542709879379,0.09427071575379142,851.7362926898937,standard,131595.91486333427
233.69530724752022,205.59036462083913,0.22970780959768214,774.6000511195338,standard,108912.10786857891
231.726569952285,181.47887455215175,0.06402619364984727,553.7435268765199,premium,134862.1981362439
252.77348404608776,203.00684244482963,0.26505810706054544,608.1571843828399,standard,121294.24789536296
137.40261362562694,97.9815136598029,0.2668360872715614,876.0810101437313,premium,75788.35830746498
203.5544482805189,176.6853703080179,0.1897633194323123,801.4809850801673,flagship,118901.28657940504
206.63685746744815,180.29835452309632,0.10555477306640046,772.5527466862555,flagship,133920.2956393599
196.66755694167657,156.0016433970567,0.2610261152570149,708.129179979053,premium,101003.04286001621
254.43349072165813,225.33567611852507,0.22939934880507373,823.0238569448888,standard,120044.87837987949
268.8256335002426,231.46001604394343,0.21424739009661148,895.2539042842168,standard,120014.52039662628
214.27783198554226,174.22329958947776,,1087.821976515876,flagship,131535.60441936753
202.86011701056995,175.00431359951992,0.18261615444772916,808.3848568415884,premium,113627.2759841568
140.71606678324673,95.53110771124531,0.23433769121760223,784.5901750251161,premium,91993.38551762023
140.7874433030199,112.29216315603045,0.0879531422467826,851.6888110789542,premium,93070.14602040398
204.50780657403672,170.7162803987987,0.09462859616599131,985.4051725349811,standard,114718.67641933644
177.3528558948604,145.30426350534987,0.14188005518435334,1156.4215470109139,premium,127233.41129964529
133.43037629961617,134.0122953256806,0.23087666434162094,895.5679509624111,premium,89079.80407736976
175.6591522432811,147.76689972588363,0.05412161220859568,597.1097182486399,standard,105337.004663329
192.60027349493956,162.3297560322118,0.20556206036120497,816.1602223387173,standard,105460.6825777916
212.7574419708132,158.5251922593869,0.17415489202016188,642.836996862072,premium,113861.33709136743
176.23122056509033,142.25975044474663,0.20732786838218184,668.7252105133267,standard,89352.15594000294
170.57739676753164,130.47120191152914,0.06854814725225067,1083.6033329370964,standard,106414.48361325031
180.21727363393885,175.96335695366972,0.2713042713947107,761.177386572987,standard,103711.0395067247
186.0544189087387,147.57707661934955,0.0688664065792999,706.5034336797488,premium,106395.08236728146
139.2903373093718,115.64676842316044,,1018.7644664131283,standard,73118.78077227437
209.16579445314687,186.10564876133532,0.03229329205361378,825.6386992345556,premium,137629.27316270684
256.66141953388427,218.34235122007786,0.20987512376039807,644.714524891202,standard,125305.64226243107
208.4970139803208,154.03182480352132,0.10616419132148044,823.4112854775497,standard,102787.87266615817
129.31308269255013,113.69897721715269,0.12460715705959044,605.8376931471208,standard,91289.68813191731
183.30779804095695,158.83614535124775,0.2499188931127257,686.2880917678375,standard,93514.61479680611
118.20301427799171,94.74670251118224,0.12837318748536639,843.039602754383,flagship,96022.12530742688
115.97758471320871,100.6731638863358,0.16348462429461336,433.7865496460802,premium,81593.8603557016
203.07379569006278,167.7772849565296,0.18407539918062144,922.3973534416887,premium,127586.6851106681
182.71771792274438,133.20398869232275,0.032898233631368484,853.5968328210386,flagship,129076.56760178844
155.95114327143267,121.11795300639862,0.2028608747370808,941.5969005736276,standard,93989.01794223205
106.9393521695091,87.93886291452529,0.2671986896501374,757.4181459499345,premium,77731.76924242634
135.5873787505762,104.14435709478451,0.13042497774879805,879.275135731217,premium,91373.62402764651
185.67686334330307,158.72357452347302,0.24059469571265232,668.4219067347508,premium,96529.33688333062
181.11628058386614,160.53898029963585,0.08731223355503243,678.2055964527257,flagship,117570.80169888165
204.13950320601174,170.67543175258012,0.16650693019594354,831.9555877495842,standard,99799.71431994638
233.31882218376992,186.84929648903832,0.09128983918855316,820.7034034036893,standard,125169.83828993406
168.12602171960467,154.21743768884997,0.08195122626869744,815.3240924963516,flagship,127353.29410367913
196.41385046154295,162.7096781692734,0.18919727379850232,1019.0915652426436,standard,104662.16202955843
175.17705433962624,147.88747311358696,0.037140156359839416,775.8797063916594,flagship,115824.73673864293
162.62111276629855,124.18797126436024,0.27744832455465257,884.2302473037079,premium,84254.76824756208
171.43232390091302,137.96272870814653,0.20528168535472513,868.5142750899412,standard,105578.80877647034
213.62636238219608,187.1508545764091,0.097267534928351,840.7172457995686,flagship,125886.21701035199
144.00533605281097,127.00911565774805,,878.8329629749988,premium,86602.09286106275
219.9363383995178,178.1029691820632,0.04374848080767779,557.6021099269869,standard,105385.23074774
231.70505203842495,190.097072523928,0.19620274785891742,734.0954614249155,standard,106304.55732293292
181.25065053272814,151.01323039265554,0.2408400633972837,982.3404657572263,standard,105029.27560801443
188.92213870267594,143.6219088301492,0.23195553549251752,773.1962410249229,flagship,115942.9931577658
130.58702425556223,104.85747430688215,0.06225098730390971,,flagship,112869.76135357475
262.6187092659099,209.20857679740033,0.0669823931706936,887.8466796410578,standard,127282.84898436516
214.26099946743324,159.06482841658115,0.1945529535859068,361.18068111693236,standard,102312.16347476855
186.0296552186823,154.37039024439127,0.10126840485395197,620.8738921158813,flagship,114946.97283074314
182.01031611847148,147.52289100973195,,717.4612176052628,standard,93240.34155679707
195.78401539952725,142.9772198948283,0.17273846568710585,715.1341408810828,standard,115611.30145556925
157.20674227038688,119.36944040269229,0.17085498697350215,749.8743016269484,standard,87226.98422642078
189.9141617501724,154.68453849276827,0.21986932349726765,752.3856579860051,flagship,98102.13494064558
147.67480728990134,86.40070457036492,0.25068839032396706,694.9793173884865,premium,96390.72638203304
197.40618574791188,164.08111286755556,0.145476003168698,717.1746874221981,standard,103224.35185199913
156.26253554072775,131.33596090362815,0.17047224900614188,524.1977597116143,standard,85108.4995140389
211.3431415051353,181.0881565826528,0.04940416782423232,1107.4322914030977,standard,112538.1376303212
175.78707967841905,137.00206840381617,0.26111324453744467,1025.000986728263,premium,104663.69657705093
189.4061128415916,138.24006754019743,0.25360462370195824,947.7779865190705,standard,101866.76384736612
283.63108385617676,240.11694012948553,0.04369738349200086,803.9562194340137,premium,151270.60601092826
208.14815980343795,154.18175418807465,0.11787277863163922,679.8669674161076,flagship,128778.52565249769
189.37301461152003,161.77723469212853,0.25322586855374196,1181.6367911691054,premium,105336.67570291772
181.55359965163024,140.7654985663296,0.17665995982285673,674.9910535147824,standard,105308.47173709329
143.62932586834,105.62996982278486,0.10991110925247255,1030.7113674962604,standard,101451.3615436073
217.94773985108696,182.24919227104306,0.11829990969726129,862.4887643526781,standard,129859.83795868745
236.0818713795219,207.05406828791067,0.19617667241455775,679.4091449598941,premium,106629.51860632868
182.2524292289435,147.56371152874814,0.20231658179793313,693.5845309806107,standard,84116.88863697705
238.68630348018598,192.7738969878497,0.06698289963755485,752.9108380813586,standard,131107.88891971132
176.07027804992384,124.11544180189946,0.1417504352072393,722.2409104258351,premium,105693.58489850145
117.94309775138547,106.68783708619601,0.2386898936372917,603.7605422571079,premium,71367.38170264357
157.1366598884374,129.7263854223481,0.2384133495490277,879.4684100565903,premium,94743.01825065548
143.00526845890172,114.00410854453513,0.20471687997392268,678.0721802210826,standard,88731.33751914701
170.39109917280066,155.4212455632767,0.23210252432628978,930.1821036310274,standard,103274.6218240694
201.94432837981265,146.785206724169,0.20166812042753318,788.9820578036508,premium,108566.05685438598
147.48592499499085,114.88309658870003,0.2390877237222807,837.0832433829859,standard,82926.498502844
177.19142113305188,145.3551676567451,0.11889697223409804,833.083537246511,standard,106621.19596074309
186.97732330248928,149.77482975212982,0.0477637275520347,757.5343458366885,flagship,123401.11942489512
154.34401153071585,97.32327549759893,0.053772258142952306,801.0393606383486,flagship,125532.69242643495
148.1738317017742,125.6945731739023,0.17839531904074157,841.6014235244037,premium,93384.6493524296
183.05139838260118,149.73614672899606,0.03313418585100272,1162.1149789756323,flagship,131795.52839064508
